id,name,num,stars_y,Comments
11844,Shady Grove,29954 ,2 ,2 
11845,RedWood Cafe,29954 ,4 ,4 
11846,Franktuary,29954 ,4 ,4 
11847,Franktuary,29954 ,3 ,3 
11848,Bae Bae's Kitchen,29954 ,4 ,4 
11849,Las Velas,29954 ,5 ,5 
11850,Red Orchid,29954 ,4 ,4 
11851,Uptown Coffee,29954 ,5 ,5 
11852,Cafe io,29954 ,4 ,4 
11853,Jet's Pizza,29954 ,4 ,4 
11854,Mineo's Pizza House,29954 ,4 ,4 
11855,Roland's Seafood Grill,29954 ,3 ,3 
11856,Subba,29954 ,4 ,4 
11857,Sawasdee Thai & Sushi,29954 ,3 ,3 
11858,Fiori's Pizzaria,29954 ,5 ,5 
11859,Jabo's Smoke House and Saloon,29954 ,3 ,3 
11860,No. 1 Sushi Sushi,644 ,4 ,4 
11861,Hoshi,644 ,5 ,5 
11862,No. 1 Sushi Sushi,645 ,5 ,5 
11863,No. 1 Sushi Sushi,646 ,4 ,4 
11864,No. 1 Sushi Sushi,166714 ,5 ,5 
11865,Texas de Brazil,166714 ,5 ,5 
11866,Dream Cream Ice Cream,166714 ,4 ,4 
11867,No. 1 Sushi Sushi,647 ,5 ,5 
11868,Primanti Bros,647 ,4 ,4 
11869,No. 1 Sushi Sushi,648 ,3 ,3 
11870,No. 1 Sushi Sushi,649 ,4 ,4 
11871,Delicious Raw,649 ,5 ,5 
11872,Pizza Care,649 ,3 ,3 
11873,Kaya,649 ,5 ,5 
11874,Pho Van,649 ,3 ,3 
11875,Matteo's,649 ,4 ,4 
11876,tÃ¤kÅ�,649 ,4 ,4 
11877,Piper's Pub,649 ,3 ,3 
11878,Las Velas,649 ,4 ,4 
11879,Nicky's Thai Kitchen,649 ,4 ,4 
11880,Marty's Market,649 ,3 ,3 
11881,Thai Gourmet,649 ,4 ,4 
11882,Nacho Daddy,649 ,5 ,5 
11883,No. 1 Sushi Sushi,106915 ,4 ,4 
11884,Lydiah's Coffee House,106915 ,3 ,3 
11885,Bubba's Gourmet Burghers and Beer,106915 ,4 ,4 
11886,Everyday Noodles,106915 ,5 ,5 
11887,Cafe Delhi,106915 ,5 ,5 
11888,Cousins Maine Lobster - Pittsburgh,106915 ,4 ,4 
11889,Sauce,106915 ,4 ,4 
11890,Max's Allegheny Tavern,106915 ,5 ,5 
11891,Thai Foon,106915 ,3 ,3 
11892,Dukes Rib House & Grille,106915 ,4 ,4 
11893,No. 1 Sushi Sushi,650 ,5 ,5 
11894,No. 1 Sushi Sushi,651 ,4 ,4 
11895,No. 1 Sushi Sushi,652 ,5 ,5 
11896,Christina's Authentic Mexican Food Restaurant,652 ,1 ,1 
11897,No. 1 Sushi Sushi,10873 ,3 ,3 
11898,Sheetz,10873 ,4 ,4 
11899,Giant Eagle,10873 ,4 ,4 
11900,Starbucks,10873 ,3 ,3 
11901,Bar Louie,10873 ,3 ,3 
11902,McFadden's Saloon,10873 ,3 ,3 
11903,The Dor-Stop Restaurant,10873 ,5 ,5 
11904,Texas de Brazil,10873 ,4 ,4 
11905,Dunkin' Donuts,10873 ,4 ,4 
11906,Colonial Grille,10873 ,3 ,3 
11907,Brewstone,10873 ,3 ,3 
11908,Oakmont Bakery,10873 ,4 ,4 
11909,Cenacolo Restaurant,10873 ,5 ,5 
11910,Big Dog Coffee,10873 ,5 ,5 
11911,City Oven,10873 ,3 ,3 
11912,Primanti Bros,10873 ,4 ,4 
11913,Pita Pit,10873 ,4 ,4 
11914,Shady Grove,10873 ,4 ,4 
11915,Las Velas,10873 ,4 ,4 
11916,The Porch at Schenley,10873 ,5 ,5 
11917,Panera Bread,10873 ,4 ,4 
11918,Roland's Seafood Grill,10873 ,3 ,3 
11919,Starbucks,10873 ,4 ,4 
11920,No. 1 Sushi Sushi,653 ,5 ,5 
11921,Rocket Fizz,653 ,5 ,5 
11922,Eliza Hot Metal Bistro,653 ,5 ,5 
11923,Madeleine Bakery And Bistro,653 ,4 ,4 
11924,Dancing Crab Thai Noodle House,653 ,5 ,5 
11925,Babylon Cuisine,653 ,4 ,4 
11926,Bae Bae's Kitchen,653 ,5 ,5 
11927,Prohibition Pastries,653 ,5 ,5 
11928,No. 1 Sushi Sushi,654 ,4 ,4 
11929,No. 1 Sushi Sushi,655 ,4 ,4 
11930,Carlo's Garage Winery,655 ,3 ,3 
11931,Ephesus Pizza - Pittsburgh,655 ,4 ,4 
11932,Mitchell's Pub,655 ,4 ,4 
11933,The Zenith,655 ,3 ,3 
11934,Chicken Latino,655 ,4 ,4 
11935,Pittsburgh Poultry Company,655 ,4 ,4 
11936,Parente's Ristorante,655 ,3 ,3 
11937,Mandarin Gourmet,655 ,2 ,2 
11938,El Toro Loco,655 ,3 ,3 
11939,Pho Van,655 ,4 ,4 
11940,Little Bangkok In the Strip,655 ,2 ,2 
11941,QDOBA Mexican Eats,655 ,3 ,3 
11942,Dunkin' Donuts,655 ,4 ,4 
11943,Gaucho Parrilla Argentina,655 ,4 ,4 
11944,The Baltimore House,655 ,3 ,3 
11945,Caliente Pizza & Drafthouse,655 ,5 ,5 
11946,Hanlon's Cafe,655 ,2 ,2 
11947,Max's Allegheny Tavern,655 ,5 ,5 
11948,Burgatory,655 ,4 ,4 
11949,American Cafe,655 ,4 ,4 
11950,Cafe Fifth Ave,655 ,4 ,4 
11951,City Oven,655 ,4 ,4 
11952,Las Velas,655 ,3 ,3 
11953,Uno Pizzeria & Grill,655 ,4 ,4 
11954,Tilted Kilt Pub & Eatery,655 ,3 ,3 
11955,Payne Hill Grille,655 ,3 ,3 
11956,Sushi & Rolls,655 ,4 ,4 
11957,No. 1 Sushi Sushi,195683 ,4 ,4 
11958,Chicken Latino,195683 ,4 ,4 
11959,Chicken Latino,195683 ,4 ,4 
11960,Gaucho Parrilla Argentina,195683 ,5 ,5 
11961,tÃ¤kÅ�,195683 ,4 ,4 
11962,The Pub Chip Shop,195683 ,4 ,4 
11963,Las Palmas Carniceria,195683 ,5 ,5 
11964,No. 1 Sushi Sushi,1145 ,4 ,4 
11965,Impressionz,1145 ,4 ,4 
11966,Chipotle Mexican Grill,1145 ,3 ,3 
11967,Jitters Cafe,1145 ,4 ,4 
11968,Cafe Moulin,1145 ,3 ,3 
11969,Ephesus Pizza - Pittsburgh,1145 ,4 ,4 
11970,Wood Fired Flatbreads,1145 ,5 ,5 
11971,Nelia's Smokehouse,1145 ,4 ,4 
11972,The Zenith,1145 ,4 ,4 
11973,Mullen's Bar & Grill,1145 ,2 ,2 
11974,Zarra's A Taste of Southern Italy,1145 ,3 ,3 
11975,Chicken Latino,1145 ,4 ,4 
11976,Yuva India Kitchen + Bar,1145 ,3 ,3 
11977,Peanut Butter Jelly Time,1145 ,4 ,4 
11978,Avenue B,1145 ,4 ,4 
11979,Vocelli Pizza,1145 ,2 ,2 
11980,Cold Stone Creamery,1145 ,3 ,3 
11981,Prantl's Bakery,1145 ,5 ,5 
11982,Olio Trattoria,1145 ,2 ,2 
11983,Green Pepper,1145 ,3 ,3 
11984,Pizza Perfectta,1145 ,4 ,4 
11985,The Dor-Stop Restaurant,1145 ,5 ,5 
11986,The Cheesecake Factory,1145 ,3 ,3 
11987,Salim's Middle Eastern Food Store,1145 ,4 ,4 
11988,Everyday Noodles,1145 ,4 ,4 
11989,Kaya,1145 ,4 ,4 
11990,Love Yogurt,1145 ,5 ,5 
11991,Pho Van,1145 ,4 ,4 
11992,Pittsburgh Winery,1145 ,4 ,4 
11993,Alexander's Italian Bistro,1145 ,3 ,3 
11994,Waffallonia,1145 ,5 ,5 
11995,Tamarind,1145 ,4 ,4 
11996,Lombardozzi's Restaurant,1145 ,3 ,3 
11997,Bangal Kabab House and Restaurant,1145 ,4 ,4 
11998,Red Oak Cafe,1145 ,3 ,3 
11999,Taza 21,1145 ,4 ,4 
12000,Laziza,1145 ,4 ,4 
12001,1947 Tavern,1145 ,3 ,3 
12002,Pusadee's Garden,1145 ,4 ,4 
12003,G & G Noodle Bar,1145 ,4 ,4 
12004,CafÃ© Phipps,1145 ,4 ,4 
12005,Gaucho Parrilla Argentina,1145 ,5 ,5 
12006,Caliente Pizza & Drafthouse,1145 ,3 ,3 
12007,The Milk Shake Factory,1145 ,5 ,5 
12008,Bartram House Bakery & Cafe,1145 ,4 ,4 
12009,Edgar's Best Tacos,1145 ,5 ,5 
12010,Biddle's Escape,1145 ,4 ,4 
12011,Biddle's Escape,1145 ,3 ,3 
12012,Burgatory,1145 ,4 ,4 
12013,Cenacolo Restaurant,1145 ,5 ,5 
12014,Big Dog Coffee,1145 ,4 ,4 
12015,Original Hot Dog Shop,1145 ,3 ,3 
12016,La Gourmandine Bakery & Pastry Shop,1145 ,4 ,4 
12017,La Gourmandine Bakery & Pastry Shop,1145 ,5 ,5 
12018,Mercurio's,1145 ,4 ,4 
12019,tÃ¤kÅ�,1145 ,4 ,4 
12020,Piper's Pub,1145 ,4 ,4 
12021,Twisters Soft Serve Ice Cream,1145 ,4 ,4 
12022,BFG CafÃ©,1145 ,3 ,3 
12023,BFG CafÃ©,1145 ,3 ,3 
12024,The Potato Patch,1145 ,4 ,4 
12025,Shady Grove,1145 ,2 ,2 
12026,Pizza Parma,1145 ,3 ,3 
12027,Tana Ethiopian Cuisine,1145 ,4 ,4 
12028,Dream Cream Ice Cream,1145 ,5 ,5 
12029,Franktuary,1145 ,3 ,3 
12030,Groceria Italiana,1145 ,5 ,5 
12031,The Porch at Schenley,1145 ,4 ,4 
12032,The Porch at Schenley,1145 ,3 ,3 
12033,LaScola's Italian Ice & Custard,1145 ,4 ,4 
12034,Giant Eagle Market District,1145 ,5 ,5 
12035,Union Pig & Chicken,1145 ,4 ,4 
12036,Union Pig & Chicken,1145 ,4 ,4 
12037,Prince of India,1145 ,3 ,3 
12038,Scoops in Bloomfield,1145 ,4 ,4 
12039,The Pub Chip Shop,1145 ,5 ,5 
12040,La Gondola Pizzeria & Restaurant,1145 ,3 ,3 
12041,Buca di Beppo Italian Restaurant,1145 ,3 ,3 
12042,The Dream BBQ,1145 ,4 ,4 
12043,Coriander India Grill,1145 ,2 ,2 
12044,Deluca's Diner,1145 ,5 ,5 
12045,Giant Eagle,1145 ,3 ,3 
12046,No. 1 Sushi Sushi,114820 ,5 ,5 
12047,Taiwanese Bistro Cafe 33,114820 ,5 ,5 
12048,Lucki Thai,114820 ,4 ,4 
12049,Fudge Farm,114820 ,4 ,4 
12050,Senyai Thai Kitchen,114820 ,4 ,4 
12051,No. 1 Sushi Sushi,656 ,5 ,5 
12052,No. 1 Sushi Sushi,657 ,3 ,3 
12053,Mandarin Gourmet,657 ,2 ,2 
12054,Red Orchid,657 ,1 ,1 
12055,Emiliano's Mexican Restaurant & Bar,657 ,2 ,2 
12056,No. 1 Sushi Sushi,658 ,4 ,4 
12057,No. 1 Sushi Sushi,659 ,5 ,5 
12058,Pittsburgh Field Club,659 ,5 ,5 
12059,Salud Juicery,659 ,5 ,5 
12060,Right By Nature Hometown Market,659 ,4 ,4 
12061,The Dor-Stop Restaurant,659 ,4 ,4 
12062,La Gourmandine Bakery & Pastry Shop,659 ,5 ,5 
12063,PerlÃ©,659 ,5 ,5 
12064,La Gondola Pizzeria & Restaurant,659 ,5 ,5 
12065,Dairy Queen,660 ,3 ,3 
12066,Target,660 ,5 ,5 
12067,Island Style Restaurant,660 ,5 ,5 
12068,Rock'N'oodles,660 ,5 ,5 
12069,Wingstop,660 ,3 ,3 
12070,Tacos El Compita,660 ,5 ,5 
12071,Original Tommy's Hamburgers,660 ,3 ,3 
12072,Blueberry Hill Family Restaurant ,660 ,5 ,5 
12073,Dairy Queen,17644 ,1 ,1 
12074,Menchie's Frozen Yogurt,17644 ,2 ,2 
12075,Dairy Queen,202384 ,4 ,4 
12076,The Cracked Egg,202384 ,4 ,4 
12077,Retro Bakery,202384 ,5 ,5 
12078,Mount Everest India's Cuisine,202384 ,5 ,5 
12079,Panera Bread,202384 ,4 ,4 
12080,Dairy Queen,661 ,1 ,1 
12081,Famous Dave's Barbeque,661 ,5 ,5 
12082,Dairy Queen,662 ,4 ,4 
12083,The Peppermill Restaurant & Fireside Lounge,662 ,5 ,5 
12084,In-N-Out Burger,662 ,4 ,4 
12085,Fatburger,662 ,4 ,4 
12086,Sambalatte Torrefazione,662 ,5 ,5 
12087,The Bootlegger Italian Bistro,662 ,3 ,3 
12088,Panda Express,662 ,4 ,4 
12089,Dairy Queen,663 ,1 ,1 
12090,Dairy Queen,664 ,1 ,1 
12091,IHOP,664 ,1 ,1 
12092,Farmer Boys,664 ,1 ,1 
12093,Baba's Tsi-bugan Restaurant,664 ,5 ,5 
12094,JINYA Ramen Bar,664 ,4 ,4 
12095,JINYA Ramen Bar,664 ,2 ,2 
12096,Nacho Daddy,664 ,4 ,4 
12097,The Chicken Shack,664 ,5 ,5 
12098,Blueberry Hill Family Restaurant ,664 ,5 ,5 
12099,Dairy Queen,25681 ,4 ,4 
12100,Fuku Burger Chinatown,25681 ,4 ,4 
12101,PDQ,25681 ,4 ,4 
12102,Cariba Charlie's,25681 ,1 ,1 
12103,Buldogis Gourmet Hot Dogs,25681 ,4 ,4 
12104,Egg Works,25681 ,4 ,4 
12105,Rocky's Philly Cheese Steaks,25681 ,3 ,3 
12106,Popeyes Louisiana Kitchen,25681 ,4 ,4 
12107,The Hush Puppy,25681 ,4 ,4 
12108,Lazeez,25681 ,4 ,4 
12109,Dom DeMarco's Pizzeria & Bar,25681 ,4 ,4 
12110,The Steamie Weenie,25681 ,4 ,4 
12111,Rita's,25681 ,5 ,5 
12112,LJ Filipino Restaurant and Pub,25681 ,1 ,1 
12113,Dairy Queen,225382 ,4 ,4 
12114,Fresh Cup,225382 ,5 ,5 
12115,PizzaRev,225382 ,3 ,3 
12116,Mirak,225382 ,5 ,5 
12117,Monta Ramen,225382 ,2 ,2 
12118,Dairy Queen,128364 ,5 ,5 
12119,Landry's Seafood House,128364 ,5 ,5 
12120,Tacos Mexico,128364 ,1 ,1 
12121,Galanga Thai Eatery,128364 ,1 ,1 
12122,Dairy Queen,665 ,3 ,3 
12123,Einstein Bros,665 ,2 ,2 
12124,Einstein Bros,665 ,5 ,5 
12125,Rocket Fizz,665 ,5 ,5 
12126,The Cracked Egg,665 ,5 ,5 
12127,Chada Thai & Wine,665 ,3 ,3 
12128,ARCO ampm,665 ,1 ,1 
12129,Smart & Final Extra!,665 ,4 ,4 
12130,Forte Family Practice,665 ,2 ,2 
12131,Norm's Eggs Cafe,665 ,2 ,2 
12132,China One,665 ,5 ,5 
12133,Albo Pizza,665 ,4 ,4 
12134,New York Pizza Ribs & Wings,665 ,4 ,4 
12135,Sambalatte Torrefazione,665 ,5 ,5 
12136,Jimmy John's,665 ,5 ,5 
12137,BabyStacks Cafe,665 ,5 ,5 
12138,Tropical Smoothie Cafe,665 ,3 ,3 
12139,Food Express Chinese Restaurant,665 ,3 ,3 
12140,Jack-In-the-Box #7239,665 ,2 ,2 
12141,El Pollo Loco,665 ,4 ,4 
12142,McDonald's,665 ,2 ,2 
12143,The Hush Puppy,665 ,2 ,2 
12144,The Hush Puppy,665 ,4 ,4 
12145,Hot Dog on a Stick,665 ,1 ,1 
12146,Taco Bell,665 ,3 ,3 
12147,Jamms Restaurant,665 ,4 ,4 
12148,Jamms Restaurant,665 ,4 ,4 
12149,Little Caesars Pizza,665 ,3 ,3 
12150,Farm Basket,665 ,4 ,4 
12151,Rainforest Cafe,665 ,2 ,2 
12152,Cost Plus World Market,665 ,5 ,5 
12153,JB's Smokehouse Jerky,665 ,5 ,5 
12154,Popcorn Girl,665 ,4 ,4 
12155,Trader Joe's,665 ,5 ,5 
12156,Dairy Queen,666 ,1 ,1 
12157,Dairy Queen,91506 ,4 ,4 
12158,Smart & Final,91506 ,4 ,4 
12159,In-N-Out Burger,91506 ,5 ,5 
12160,Chada Thai & Wine,91506 ,5 ,5 
12161,Las Vegas South Premium Outlets,91506 ,5 ,5 
12162,Ping Pang Pong,91506 ,3 ,3 
12163,Starbucks,91506 ,4 ,4 
12164,Lee's Sandwiches,91506 ,3 ,3 
12165,Yogurtland,91506 ,3 ,3 
12166,Secret Pizza,91506 ,4 ,4 
12167,Lee's Sandwiches,91506 ,4 ,4 
12168,Tea Station,91506 ,3 ,3 
12169,Joyful House Chinese Cuisine,91506 ,3 ,3 
12170,Pho Saigon 8,91506 ,5 ,5 
12171,Dairy Queen,667 ,1 ,1 
12172,Ping Pang Pong,667 ,4 ,4 
12173,Sumo Sushi Bar,667 ,3 ,3 
12174,Pho Saigon 8,667 ,2 ,2 
12175,Tiffany Coffee,667 ,2 ,2 
12176,Egg Works,667 ,5 ,5 
12177,Dairy Queen,668 ,1 ,1 
12178,Smashburger,668 ,1 ,1 
12179,Dairy Queen,669 ,3 ,3 
12180,Jun's Korean Restaurant,669 ,5 ,5 
12181,Pepe's Tacos,669 ,2 ,2 
12182,Noodle Asia,669 ,2 ,2 
12183,Wo Fat,669 ,4 ,4 
12184,Cookie Zoo,669 ,3 ,3 
12185,Lee's Korean BBQ,669 ,3 ,3 
12186,The Sparklings,669 ,5 ,5 
12187,Donut Hut,669 ,4 ,4 
12188,Donut Hut,669 ,5 ,5 
12189,Donut Hut,669 ,1 ,1 
12190,Viva Mercado's,669 ,5 ,5 
12191,Sugar Factory,669 ,2 ,2 
12192,Island Malaysian Cuisine,669 ,3 ,3 
12193,BabyStacks Cafe,669 ,3 ,3 
12194,Lee's Sandwiches,669 ,1 ,1 
12195,Lee's Sandwiches,669 ,1 ,1 
12196,DT's Filipino Food and Karaoke,669 ,2 ,2 
12197,Ice Pan,669 ,4 ,4 
12198,Blue Martini Lounge,669 ,4 ,4 
12199,Island Flavor,669 ,4 ,4 
12200,Fat Dumpling,669 ,4 ,4 
12201,CrÃªpe Expectations,669 ,5 ,5 
12202,Costa di Mare,669 ,2 ,2 
12203,Lee's Sandwiches,669 ,4 ,4 
12204,Seasons Buffet,669 ,2 ,2 
12205,Seasons Buffet,669 ,2 ,2 
12206,Beijing Noodle Cafe,669 ,4 ,4 
12207,FEED,669 ,4 ,4 
12208,Garfield's Restaurant,669 ,4 ,4 
12209,Garfield's Restaurant,669 ,2 ,2 
12210,Festival Buffet,669 ,1 ,1 
12211,The Chicken Shack,669 ,4 ,4 
12212,Umiya Sushi,669 ,2 ,2 
12213,STK Las Vegas,669 ,2 ,2 
12214,Fat Choy,669 ,4 ,4 
12215,Dairy Queen,670 ,1 ,1 
12216,RM Seafood,670 ,3 ,3 
12217,MGM Grand Buffet,670 ,2 ,2 
12218,Hawaiian Hale,670 ,1 ,1 
12219,Cafe Gelato,670 ,5 ,5 
12220,Seasons Buffet,670 ,3 ,3 
12221,Monta Ramen,670 ,3 ,3 
12222,HofbrÃ¤uhaus Las Vegas,670 ,2 ,2 
12223,Dairy Queen,52907 ,5 ,5 
12224,Bay City Diner,52907 ,4 ,4 
12225,Winchell's Pub & Grill,52907 ,4 ,4 
12226,The Peppermill Restaurant & Fireside Lounge,52907 ,5 ,5 
12227,Fountains of Bellagio,52907 ,4 ,4 
12228,El Taco Feliz,52907 ,5 ,5 
12229,Winchell's Donut House,52907 ,5 ,5 
12230,Starbucks,52907 ,4 ,4 
12231,Heart Attack Grill,52907 ,2 ,2 
12232,Railroad Pass Hotel & Casino,52907 ,4 ,4 
12233,Winchell's Donut House,52907 ,5 ,5 
12234,Dairy Queen,7685 ,1 ,1 
12235,800 Degrees,7685 ,3 ,3 
12236,Jenni Pho Grill,7685 ,3 ,3 
12237,Target,7685 ,2 ,2 
12238,Pepe's Tacos,7685 ,1 ,1 
12239,Lumberjacks,7685 ,3 ,3 
12240,D'Amore's Famous Pizza,7685 ,3 ,3 
12241,Village Pub & Poker,7685 ,5 ,5 
12242,The Peppermill Restaurant & Fireside Lounge,7685 ,5 ,5 
12243,The Peppermill Restaurant & Fireside Lounge,7685 ,5 ,5 
12244,Rocket Fizz,7685 ,5 ,5 
12245,Teriyaki Madness,7685 ,1 ,1 
12246,In-N-Out Burger,7685 ,4 ,4 
12247,Farmer Boys,7685 ,5 ,5 
12248,Cafe Rio,7685 ,5 ,5 
12249,Rubio's Coastal Grill,7685 ,5 ,5 
12250,El Taco Feliz,7685 ,3 ,3 
12251,El Taco Feliz,7685 ,4 ,4 
12252,Opa Restaurant,7685 ,5 ,5 
12253,Opa Restaurant,7685 ,5 ,5 
12254,Opa Restaurant,7685 ,5 ,5 
12255,Famous Dave's Barbeque,7685 ,4 ,4 
12256,Famous Dave's Barbeque,7685 ,4 ,4 
12257,Famous Dave's Barbeque,7685 ,4 ,4 
12258,Smart & Final Extra!,7685 ,1 ,1 
12259,Smart & Final Extra!,7685 ,1 ,1 
12260,Smart & Final Extra!,7685 ,4 ,4 
12261,Las Vegas South Premium Outlets,7685 ,4 ,4 
12262,Flavors The Buffet,7685 ,2 ,2 
12263,Flavors The Buffet,7685 ,3 ,3 
12264,Flavors The Buffet,7685 ,4 ,4 
12265,Wahoo's Fish Tacos,7685 ,4 ,4 
12266,Smith's Food & Drug Centers,7685 ,1 ,1 
12267,Albo Pizza,7685 ,3 ,3 
12268,Starbucks,7685 ,5 ,5 
12269,Honey Baked Ham Company,7685 ,4 ,4 
12270,Rosati's Pizza,7685 ,3 ,3 
12271,Sushi On Rainbow,7685 ,3 ,3 
12272,Lee's Sandwiches,7685 ,3 ,3 
12273,Lee's Sandwiches,7685 ,2 ,2 
12274,Lee's Sandwiches,7685 ,3 ,3 
12275,Lee's Sandwiches,7685 ,4 ,4 
12276,A&W All-American Food,7685 ,3 ,3 
12277,Smashburger,7685 ,4 ,4 
12278,La Bonita Supermarket,7685 ,3 ,3 
12279,El Pollo Loco,7685 ,1 ,1 
12280,Rice To-Go,7685 ,3 ,3 
12281,Chopstix Express,7685 ,1 ,1 
12282,The Hush Puppy,7685 ,4 ,4 
12283,Jamms Restaurant,7685 ,3 ,3 
12284,Fazoli's,7685 ,3 ,3 
12285,Tea Station,7685 ,3 ,3 
12286,JINYA Ramen Bar,7685 ,4 ,4 
12287,JINYA Ramen Bar,7685 ,3 ,3 
12288,Bougainvillea CafÃ©,7685 ,3 ,3 
12289,Sushi Factory,7685 ,3 ,3 
12290,Sushi Factory,7685 ,3 ,3 
12291,Sushi Factory,7685 ,4 ,4 
12292,Hershey's Chocolate World,7685 ,3 ,3 
12293,Capriotti's Sandwich Shop,7685 ,3 ,3 
12294,Jamba Juice,7685 ,4 ,4 
12295,Heidi's Brooklyn Deli,7685 ,4 ,4 
12296,Binion's Cafe,7685 ,2 ,2 
12297,Binion's Cafe,7685 ,1 ,1 
12298,Pink Box Doughnuts,7685 ,4 ,4 
12299,Pink Box Doughnuts,7685 ,4 ,4 
12300,Peter Piper Pizza,7685 ,5 ,5 
12301,Memphis Championship Barbecue,7685 ,4 ,4 
12302,Checkers,7685 ,1 ,1 
12303,Miller's Ale House - Las Vegas,7685 ,3 ,3 
12304,Sonic Drive-In,7685 ,4 ,4 
12305,Mandarin Express,7685 ,4 ,4 
12306,Garrett Popcorn Shops,7685 ,5 ,5 
12307,Jackson's Bar & Grill,7685 ,5 ,5 
12308,Jackson's Bar & Grill,7685 ,5 ,5 
12309,Trader Joe's,7685 ,5 ,5 
12310,Trader Joe's,7685 ,5 ,5 
12311,Panda Express,7685 ,3 ,3 
12312,M&M Soul Food Cafe,7685 ,3 ,3 
12313,Farmer Boys,7685 ,4 ,4 
12314,Dairy Queen,26374 ,4 ,4 
12315,Waffles Cafe,26374 ,4 ,4 
12316,Gimme Some Sugar,26374 ,4 ,4 
12317,Lj Bar & Grill,26374 ,3 ,3 
12318,Pizza Hut,26374 ,4 ,4 
12319,Egg Works,26374 ,5 ,5 
12320,Rani's World Foods,26374 ,4 ,4 
12321,Rani's World Foods,26374 ,5 ,5 
12322,Gold Spike,26374 ,3 ,3 
12323,The Cracked Egg,26374 ,3 ,3 
12324,Starbucks,26374 ,2 ,2 
12325,Starbucks,26374 ,4 ,4 
12326,Battista's Hole In the Wall,26374 ,4 ,4 
12327,Farmer Boys,26374 ,4 ,4 
12328,TIABI Coffee & Waffle,26374 ,5 ,5 
12329,Streetcar Po-boys,26374 ,5 ,5 
12330,Sauce Italian Bistro & Bar,26374 ,5 ,5 
12331,Panera Bread,26374 ,4 ,4 
12332,Sumo Sushi Bar,26374 ,4 ,4 
12333,Fleming's Prime Steakhouse & Wine Bar - Las Vegas,26374 ,4 ,4 
12334,Pizza My Dear,26374 ,5 ,5 
12335,Pizza My Dear,26374 ,4 ,4 
12336,Great Buns Bakery,26374 ,4 ,4 
12337,Smith's Food & Drug Centers,26374 ,3 ,3 
12338,Taco Y Taco,26374 ,5 ,5 
12339,Sambalatte Torrefazione,26374 ,4 ,4 
12340,Crab Corner,26374 ,4 ,4 
12341,Mimi's Cafe,26374 ,4 ,4 
12342,Little Hong Kong,26374 ,3 ,3 
12343,Rise & Shine - A Steak & Egg Place,26374 ,4 ,4 
12344,Sourdough Escape,26374 ,3 ,3 
12345,Little Caesars Pizza,26374 ,3 ,3 
12346,Great Harvest Bread co.,26374 ,5 ,5 
12347,La Bonita Supermarket,26374 ,4 ,4 
12348,Total Wine & More,26374 ,4 ,4 
12349,Mount Everest India's Cuisine,26374 ,3 ,3 
12350,Sushi House Goyemon,26374 ,5 ,5 
12351,Gelatology,26374 ,5 ,5 
12352,Secret Pizza,26374 ,3 ,3 
12353,Magoos Lodge,26374 ,5 ,5 
12354,Veganbites,26374 ,5 ,5 
12355,Pt's Gold,26374 ,3 ,3 
12356,Sushi Koma,26374 ,3 ,3 
12357,Monta Ramen,26374 ,4 ,4 
12358,Thai Spice,26374 ,4 ,4 
12359,Chaiya Meditation Monastery Monthly Food Fair,26374 ,5 ,5 
12360,OM Restaurant,26374 ,4 ,4 
12361,Bangkok 9 Thai-Chinese Food,26374 ,5 ,5 
12362,Smith's,26374 ,4 ,4 
12363,Sushi Mon,26374 ,3 ,3 
12364,Sushi Mon,26374 ,5 ,5 
12365,Wendy's,26374 ,3 ,3 
12366,Crab Corner,26374 ,4 ,4 
12367,Jimmy John's,26374 ,4 ,4 
12368,Las Vegas Greek Festival,26374 ,4 ,4 
12369,Burger King,26374 ,4 ,4 
12370,HofbrÃ¤uhaus Las Vegas,26374 ,4 ,4 
12371,Pt's Place,26374 ,3 ,3 
12372,Milkywave,26374 ,4 ,4 
12373,BabyStacks Cafe,26374 ,5 ,5 
12374,Charlie's Down Under,26374 ,2 ,2 
12375,Golden Phoenix Chinese Cuisine,26374 ,4 ,4 
12376,Freddy's Frozen Custard & Steakburgers,26374 ,3 ,3 
12377,Blueberry Hill Family Restaurant ,26374 ,4 ,4 
12378,Studio B Buffet,26374 ,3 ,3 
12379,Little Caesars Pizza,26374 ,3 ,3 
12380,Raising Cane's,26374 ,4 ,4 
12381,Da Lat,26374 ,4 ,4 
12382,Dairy Queen,671 ,1 ,1 
12383,Pita Pit,671 ,5 ,5 
12384,The Buffet at Bellagio,671 ,5 ,5 
12385,Outback Steakhouse,671 ,5 ,5 
12386,Fountains of Bellagio,671 ,5 ,5 
12387,Village Seafood Buffet,671 ,4 ,4 
12388,Christy Candy Shop,671 ,2 ,2 
12389,The Lab Real Hawaiian Shave ice,671 ,4 ,4 
12390,Ice Pan,671 ,1 ,1 
12391,Ice Pan,671 ,4 ,4 
12392,Monta Ramen,671 ,4 ,4 
12393,Las Vegas Kettle Corn & Special Events,671 ,5 ,5 
12394,Milkywave,671 ,5 ,5 
12395,Popeyes Louisiana Kitchen,671 ,5 ,5 
12396,Dairy Queen,672 ,1 ,1 
12397,D' Pinoy Joint,672 ,5 ,5 
12398,Dairy Queen,673 ,1 ,1 
12399,Feast Buffet,673 ,1 ,1 
12400,The Cracked Egg,673 ,5 ,5 
12401,Sumo Sushi 2,673 ,1 ,1 
