,business_id,name,city
150504,f8IMQgRwo-8GP372MElDGQ,Plaza Hotel & Casino,Las Vegas
150507,cXYygP7e6JSu9P2ftj3viQ,Popeyes Louisiana Kitchen,Scottsdale
150508,6PGIUSEhGR0k9We-xRoG9A,Lindo Michoacan Paleteria y Neveria,Las Vegas
150510,Fn20yKQ2Flzt0vuM5xPYvA,Lucien Restaurant,Toronto
150513,Jdn-MxhpVMr13RSoQ0Bxjg,Cafe Presto,Montr̩al
150514,Oft6C2yq-1AmcqmutODGIQ,Jo Jo's Place,Oakdale
150516,SZbn2cSLGsAmvliMzsvXOw,Popeyes Louisiana Kitchen,Cleveland
150522,ITjc4ng0BYGuNKx-LodG4A,Panda Express,Glendale
150524,kaVWvc71cXH9MKuQmDtVUA,Pho Thai Binh,Las Vegas
150527,7SSWu5lfjqYPLjiQDAlPPw,Bonfire Bar & Grill,Concord
150529,Y6L37i6rkqDzMesTN5UI2Q,Dairy Queen,Avon Lake
150531,JhqMKce3SOAptRoYHP3Tqw,Charley's Grilled Sub,Phoenix
150532,HzUSfXTlkRlmtyR1jJbX_Q,Restaurant Meatmarket,Montr̩al
150533,BpTijSZy7-2SZskFSCVW2g,Coquine L'Express Cafe,Toronto
150534,XbLwKIZTYIpR4ybtJeM7BA,Firelight Barn,Henderson
150535,xw2mHGjTOs-VheN8707czQ,Bronze Hood Lounge,Mc Kees Rocks
150536,J3p_mIZdjErAfzq1G5jOSw,Hot Breads,Mississauga
150537,X8pcwoYfHvee6XwR3ju9_g,Hua Sang Seafood Restaurant,Vaughan
150542,jk0StiAMwYlye6kHMHvduA,Bonnys Cuisine V̩g̩tarienne et Biologique,Montreal
150544,S6LiVc0_LmpT1N0y9ZSAnA,Church's Chicken,Charlotte
150545,mNiTaVsGHwgjskE8YFh3nA,Bull & Finch,Calgary
150552,WsOqIVMIVshUis9kUkG0KA,Niagara Street Cafe,Toronto
150554,OBgADmTbPhCNVKFMyxRG-w,Chateau Kabab - West Island,Montr̩al
150555,Z-iUE4e_VB2s1y0PBoFKfA,Tim Hortons,Scarborough
150559,22lK-APGWeG1CGQWrw6U5Q,Thai Dressing Fine Thai Cuisine,Chandler
150566,Z4GRRhxLpHqXiiHeV99ARQ,Leaf De Tea,Markham
150573,9pTewioF128zRmHKAYGYDQ,Papa John's Pizza,Las Vegas
150574,6sJFjsN7xj18HDOAyvJ2KA,Grainery Bakery & Deli,Brampton
150575,EWpRPVSiPxWbdJBgNDNvGw,Piada Italian Street Food,Pittsburgh
150576,VtvX7_l85VrSTfTA4vqsaA,Starbucks,Toronto
150579,L3e0ZBj7zDSYMNaj0LATkA,Cho's Wok Restaurant,Scarborough
150581,GX3xUgjk3GSD59qUi6r_6Q,March̩ Branche d'Olivier,Montr̩al
150582,GAe9ph_zXJ2TaY_bttOeow,Wawel,Montr̩al
150586,5eLBA2XJVEcAiT9s5TzhbQ,Starbucks,Scottsdale
150588,Y55K59x6mB95wNbhcIdxYw,Marouf Tochal,Vaughan
150591,f5mHBdlqxbqTCNhJ4QWnRg,Chick-fil-A,Charlotte
150593,v91eTDokcNCHzRvmamWVog,Sinbad's Restaurant,Phoenix
150596,TMtongTt6yZnO96ZBR7Uxg,Dilworth Coffeehouse-Matthews Station,Matthews
150597,xqoBJepL-cB-M_6Di1Sdjw,Pan Asian Express,Las Vegas
150598,a6Sj8jOgM1KW-s3aKLWaKw,Zorba's Restaurant,Toronto
150605,anGYRueZJKYCJefKFccfjA,Made In China Hot Pot,Toronto
150608,xgz7GhRe9vldBQEjP7Fr2Q,SMS Catering Services,Charlotte
150609,KaxjIAYLhqXN8-p_iZwgBw,Pasta & Provisions,Charlotte
150612,tyqvpbFIC764dnQh0Qpv2g,Shiraz Persian Cuisine,Calgary
150615,-KYq3eqNvYJ-XHztPpXjvw,The Downstairs Bar,Henderson
150618,WyH93nP0qrMSfD0NrLk_wg,Subway,Scottsdale
150620,hxEzLvZncAaPyXW_0atsKQ,Mucho Burrito,Toronto
150621,ngqQHvtrT8QxGF3e6yrmeg,Stagecoach At Gordyville,Gifford
150623,FIiArCxYXIhKbFvFRP5mvQ,Papa Murphy's,Glendale
150631,a-Mo7Ipu_c5y21mmg0-F7g,Agio,Toronto
150633,1iDBWrwjfk4w_ThhL_qTYQ,Bistro Du Lac,Scottsdale
150635,WeNJ7X9BKC6vYFtjT3q56Q,Old Carolina Barbecue Company,Akron
150636,-GOsHrWPC0meDRgkCEgC8w,TWIISTED Burgers & Sushi,Medina
150648,DM8j5g9k28vEOTM0kz4KVA,China Tango,Henderson
150649,KvAPV3E0RsV4rfQ-gN1TUw,Famous Gyro George,Cleveland
150651,MT-lkIacLNyC7KF2dY997A,Mill Street Beer Hall,Toronto
150653,zZAAiNGU2ySMvAlYbvvchg,Passione Italiana Ristorante,Toronto
150659,_Ahg3MfDXfKrh36NUadNbA,Grille on Seventh,Pittsburgh
150660,F6p_k-Q6W_kkAb-s_a0Omw,Crazy Pita Rotisserie & Grill,Las Vegas
150662,3_2H8ecCi3c3Azk8t557tw,Jet's Pizza,Huntersville
150664,j97PtHlFcx7jhmV_1eQdtw,Thin Blue Line Cheese,Toronto
150665,1WmrBqFd0ZcbuYTOlbHsig,Gyro Bar!,Toronto
150666,-z0hKdmi9e37zZoUE6bjiQ,Taco Bell,Cuyahoga Falls
150667,yy27y9vFs2-W7jigzAky0g,Pho Lee,Phoenix
150671,XO8oVmObhdsGT1Blrby2-w,Grande Pizza,Gibsonia
150674,u75PzfSOCGvXi5vqtx9DWQ,Hazelnuts Creperie,Charlotte
150676,nkiCOeBKt1Xi8GKgPBYvFQ,Big Boy's Burger,Richmond Hill
150681,O6-ZqL0d3RMGW3XzCxf39A,MacKenzie Pub,Ajax
150683,1n8bvxpBoUOAJsC5csuV3Q,DiCarlo's Original Pizza,Pittsburgh
150684,aEB-w-L4nhNe0wya_AHOKA,Cali's Scoops,Las Vegas
150689,oBjC7H-Ue3bTC6g1lQH9rg,Second Cup,Calgary
150691,61eXtTmhDepujO7_IdA9-w,Caribbean Heat Family Restaurant,North York
150692,iRa-394URsOWGfcFqvm1vw,Filiberto's Mexican Food,Phoenix
150696,txF4WKY3P2hF3i6VCRD8YA,Angelina's Pizzeria,Brookline
150706,c5N-XCk-ntpyYRsYkwH7kA,Bar Code Burger Bar,Las Vegas
150708,L4q6PF-0Enef6gKsDB6EjA,Tandoor Express,Mississauga
150715,TIYw2Dp7wCtU06ZItdSsJA,3 Tomatoes & A Mozzarella,North Las Vegas
150717,oZyaFqZYf0eqKRiP-aY81Q,Pho Vietnam,Toronto
150719,IQLnLQYcTwCjwt_ri9dqhA,Honey Bear's BBQ,Phoenix
150721,QHLMfVAdm5HJCqrepwdNtw,La Maison de Seoul,Montr̩al
150724,4q5Z7wMwOWx3xhAl_JQNhQ,Fortinos,Oakville
150726,zDKH2ua2DauqiWOAP9yz7g,Hobo's,Fort Mill
150730,ivAe-BA1y3DOyRUKHdPnQA,Ginban Sushi,Phoenix
150735,cfZABMLgk2ffpoOb7PnZ1A,Irie Cuisine,Oakville
150736,Ap9sPUi1p8Cf20kL_-Wzpg,Rolopan Crepes,Montr̩al
150739,WoXBfzGHcL3x6ME-X06qhA,La Fenice,Toronto
150743,O1TvPrgkK2bUo5O5aSZ7lw,Rol San,Toronto
150745,P0uECGAlrELjqeOtDHcB-Q,Blue Moose Eatery,Cleveland
150749,VHomsKVp0SccinGIBAfJ8g,Ruby Tuesday,Aurora
150751,QJatAcxYgK1Zp9BRZMAx7g,Shake Shack,Las Vegas
150754,V6u7__4jbEDOgWR8K6qUSw,El Gran Taco,Las Vegas
150755,oiV0qA2M06sXkHJgKVUnpw,The 8th Deadly Sin,Toronto
150756,varWmRV2TdU8uUrrsfx0Dg,Dunkin' Donuts,Cleveland
150757,byxcem4nT9d584pAeLAREA,Second Cup Kensington,Calgary
150764,B8y-FpC2lqNxd8xI7EJzlg,Bacchanal Ristorante,Phoenix
150767,TdTl_T42gbewHCMQVqZ_xA,Wendy's,Bethel Park
150768,pdxT6nMZz0-i1-PxJZR5Yw,Wildwood Grill & Brewing Company Ltd,Calgary
150769,sXLdPB6WWaAN_ZsEAmCF0w,Gallery Sushi,Toronto
150772,1jJKCZE9aegTOH2I7Q_PpA,Rainbow Donuts,Peoria
150775,85nvKTJSN8byoeGRxzGkug,First Watch,Pittsburgh
150777,u0ElMee3rbT0r6Jqbh_l-Q,The Chopped Leaf,Mississauga
150778,RzvbHaDXSQn7d_b5UAFjLQ,Pita 2 Go,Toronto
150781,cPfFcHhgjCN2W8A9JU2_tQ,Hokkaido Japanese Express,Concord
150787,tNA7PI3tw02Q_DRvvitANg,Subway,North Las Vegas
150793,-QC1djof_gLKvJHPLn38jw,Yummie,Toronto
150796,z_DGwPyUPgCk5Q7-WunsbA,Golden Pig,Cecil
150798,rCzYYVmZxty56Ej50dU2aw,Le Butterblume,Montr̩al
150799,nhmonyG0NUxWN-sJ4vfJZw,Harvey's,Woodbridge
150801,UnWWyBzpo6L1tT3_5mUqZQ,New Fountain Fast Food,Markham
150802,oyjibcwohyExYYp8lMJ7eA,Charlie's On Main,Oregon
150805,52yWGkwnrQXIjvuMjYxsiA,Not Your Typical Deli,Gilbert
150810,CRodDW9rSwedfyT_pkA5uA,Villa Madina,Scarborough
150816,m-POjqRtpWBcICTo2S5tfQ,Goldilocks Bake Shop,Las Vegas
150818,sgmzN_YnOPtHAAfGlhc9yA,John Anthony's Restaurant Lounge & Banquets,Pittsburgh
150821,R5Io6cHT9CC7V5Bb95Vc2Q,QDOBA Mexican Eats,Charlotte
150822,EmYQiAEpd6vvxEv8o-QYog,Bourbon St Grill,Toronto
150824,zR8n9zX3AMcksUI641DjfQ,Deli On North Avenue,Pittsburgh
150833,b6ROshOqmR7gx5Fp7rI8zw,Starbucks,Chandler
150834,aY8xiGLpTjIkz6FAJbCy7A,Double Wide Grill,Pittsburgh
150839,hi2EpaTqR9Wx-aj05-eyfg,McDonald's,Toronto
150843,E3ddTlZhkjytz0gz3Gxa9w,Mario's Pizza & Italian Restaurant,Matthews
150844,H2mDO9cvF-WLvyZexCyvZw,Andre's,Las Vegas
150846,OmGErC2xoH6AJcGMwT_3WQ,Manuel's Fine Mexican Food,Tempe
150847,N3WQPXoVeCuzqyPIvWIX5Q,Las Vegas Lounge,Las Vegas
150848,DUAKXNEh7c2v8mu8nWKYOg,Loreto's Mexican Food,Tempe
150849,V3iwQve3TUPc5CA7LLVDSQ,Ellen's Place,Mississauga
150850,yEgdNtrIuF5Jf34nIjyKug,Pink's,Las Vegas
150859,HRkmp1E3XC3J0rKfOG_LGg,Enzo's No Frills,Richmond Hill
150860,gLTCGEGRRHfbPShd5wY80g,Triple B Restaurant,Montr̩al
150863,p_UGjjNbL6Sa591C54kCmA,Jack in the Box,Chandler
150870,sCewr7cA5ra7yd6jBfEe9A,Rubio's Coastal Grill,Phoenix
150875,_OEsUL48x59kwbZ_lkWYSg,Cattleman Meatmarket of Parkdale,Toronto
150876,TryUg8Noo4EYMXE-93vVOw,Island Frozen Yogurt Bar,Henderson
150879,WvpzbOmOUTdJOLd1cqAuKQ,SupperWorks,Toronto
150883,Sivr6qDvLo2yHewbMnBlFg,Sprouts Farmers Market,Glendale
150884,iWzGOHoi83SXM43LcRS18w,Baja Fresh,Phoenix
150889,huT2WfQqf2AXdyOAmzGYWA,Vert pomme - Fruiterie Meloche et fille,Verdun
150890,PozD8qMsDRhj5VhzhbIFDA,O'Charley's Restaurant & Bar,Concord
150891,_7Bu4etprHEBh06HKz2Rzw,Pam's Coffee & Tea Company,Richmond Hill
150893,7bKDFnTkYzlYEfU7hJ9UtA,Desi Corner,Mississauga
150896,k7WRPbDd7rztjHcGGkEjlw,Tillie's Restaurant & Chantillie Lounge,McKeesport
150900,wWuGa3OOQJro_XGe-GKBXA,Kabuto,Las Vegas
150901,QlSpPzc4Oy05ic-PsoYH4g,Streets On Carson,Pittsburgh
150902,QYM3TEk-YtOpWLaHrQFRkA,Hong Kong Food Market,Calgary
150904,87f7Xzm-P4bJUfBsWDLW7w,Second Cup,Toronto
150905,nry8dee2hjMyY3odd0AUZw,Sawaddee Thai Restaurant,Las Vegas
150906,NuvfCN_z3hjjUZHUIXoXMA,Starbucks,Toronto
150913,lDkntdGxMNZ-lGnvqW5kIA,Plaka,Mississauga
150918,Qt7BdM-gtofLUndUYmAs_g,Rotisserie Piri-Piri Masson,Montr̩al
150923,iCpFAHTHWuV7LCBYFtWSig,Bear's Inn,Harwick
150924,TWrjQ4Ulr6NSwiGOaGzFrQ,Panini's Bar & Grill,Cleveland
150925,PgQZfKQwW6Q9fIvViD7Xrg,Jason's Deli,Las Vegas
150927,xAboCt1b_NoMjzTPOGPM8g,Burger Stomper,Toronto
150928,JiecNolGPkAMAsgkK3E4MA,Taste of Western China,Toronto
150931,aKsM_Dt1Rpg9zRGdHzTnIw,Caffe Boa Bistro,Mesa
150933,-rCIoxp7pqN3xY7E3-v56Q,Arriba Mexican Grill,Phoenix
150935,Rg15WBQ8EOQx1c4c1gwV1A,Bleu et Persill̩,Montr̩al
150936,MmiUhCpenzphCZm_noBCNw,Bottleshop 48,Tempe
150938,L-RC1PKr0artc4yGawm0CA,Tree of Oil,Goodyear
150941,p-7tiC02sUp1JtQNtPL31g,Welshfield Inn,Burton
150944,KTjJjYNVj7z-BUOiz_5hlw,lola's coffee,Central City Village
150947,zJij4wM_hwJEjIaWPHpzYA,June Bug's Bar,Sutersville
150948,PjNoMdP8uDQIXoYT6XpaWw,Choco-Passion,Verdun
150949,hpqfvUCTTstmCFoUg7q_pw,Antojitos el Toril,Madison
150951,s5gkuy9MQfYWzPjt1OWFDQ,Pavitra Restaurant,Toronto
150957,2PCz_uVX7GOXtGHNXAPXhw,Sugar Marmalade,Toronto
150960,uQBAiqEx6yYjidHSUoUMUw,Arby's,Parma
150962,XMPBg6r_LqZhy9Cf-4ZJrA,Panera Bread,Rocky River
150967,75gAUZTD5RoOLvRb5axJSw,Toranj,Toronto
150969,ST-IVOkIRq-DAyTD0e9DKw,Manila Sunshine Restaurant,Las Vegas
150970,fXFTH3Rs5rhnlqpP1bNdOA,Domino's Pizza,Brampton
150973,ahSFUPojs9X3-1jP-QPb-w,Bazaar Meat by Jos̩ Andr̩s,Las Vegas
150974,WZhI-q8IyV7ec_4kWzrSmQ,Assad Bakery,Cleveland
150975,DPpi9r4FGuR6WfeqQKL4Nw,Aladdin's Eatery,Cuyahoga Falls
150978,vAUDxhbsWZKI8NJlsYwCMA,Flat Top Grill,Champaign
150980,-uhY6pq54YB1-kOVFUBPlw,Cork N' Bottle,Madison
150981,JFuKp--KvS3yfY_BowhsWQ,Asian Fusion 168,Oakville
150985,zW2Nzu38bB5nlOhhim-O5A,Hiroshi's Pub,Beachwood
150990,kuuMxk66wDFU5wkFQUuYCA,RedNile Hookah Lounge,North York
150992,deL9fV4Jw3XhS0WqGRKgiA,Chicago Brewing Company,Las Vegas
150994,D8pKUXXpB693xiLbgqcuiQ,Meze Mediterranean Cuisine,Sun Prairie
150995,WNDJ-w5uwhKrDuunk1QJiA,Aldi,Madison
151001,hAhvkwAjzvuzxrfu4XI_PA,Sushi Style,Toronto
151004,YmsSmFFKJRdIgoKmikFaXw,Shasha Bread,Etobicoke
151005,cTYEiHz8AEOpiwzDY9ngWQ,Eat'n Park,North Versailles
151012,Apn6Qly16cIUxgB1dYUvjg,Don's Diner,Pittsburgh
151014,puUMzmsCofLK9hwktbJiEw,Send Noodles,Las Vegas
151015,DdHHjdJm0ygVFc8pV4i0Lg,Paper St,Calgary
151016,MKvRBwtfIcH9206rzBeVxg,Jimmy John's,Phoenix
151020,r9JWM9jLbpjd0JRgI4RrSg,Simple Elegance In Cake Design,Las Vegas
151023,1lnIoAIB6U5ywPTC2LG8aQ,Lucky Season Hot Pot,Richmond Hill
151029,jDehhKtVZa62k32WHbnc2A,China Star,Pittsburgh
151030,Hlr62QVRX1h9Euk73gBdnA,Restaurant La Belle Province,Montr̩al
151033,Wqa1JjkSuviehZ7OedhPeA,Dayali,Markham
151035,nvS8QmE2kfGxtnvfxDCcjw,Chipotle Mexican Grill,Gilbert
151036,BGcrYtRjOc6eWtxOpD9cWQ,Geri's Olde Philadelphia Restaurant,Las Vegas
151038,aS1qJzTGyluRT2tJ09Jbaw,Magal BBQ,Las Vegas
151039,8eHdaUEB4bqYM-YsarAlvA,Presto,Phoenix
151040,ws7x5mAdEfPPfEcT6r4ddQ,Robeks,Lakewood
151043,3uLvazEZrRFoAz6YiXcQug,Starbucks,Avon
151046,7ot8LYmnLhiN726E9dtAgA,Aladdin's Eatery,Independence
151047,3Phhm4suJ-9fVakKXJSMxg,Food Central,Mississauga
151049,EWo5usxVpjAs25NFBbsITQ,Corridors Cafe,Phoenix
151052,L_9g6y_EJqJ7A7nJMV9rmA,ThirdSpace,Phoenix
151053,sH3UsolKjik01u0HlQ9_0Q,Three Amigos Mexican Restaurant and Cantina,Charlotte
151055,VtVqCy22D43vtN4WRDD93Q,Mysteriously Yours Dinner Theatre,Toronto
151059,hsyPoaMERYThAuTuNHhR_Q,Starsky Foods,Mississauga
151061,V9xCRaWVXyOR1M-Jz0nLLQ,Chick-fil-A,Chandler
151063,D6ux7nQ7cup0nsCFwPiKxg,Clyde's Bistro,Cleveland Heights
151072,YSaf1x4Ik6nH2GsIa2DCvg,South Sea Chinese Foods,Toronto
151076,3rlp1xCKSxF1-wGTyMxCZw,Big Al's Pub & Grubberia,Charlotte
151077,PZORJb_3EcrehlsjgqawVA,Cigarette & Cigar Outlet,Mesa
151078,DkHFktLYFrV1WylpRQiK_A,City Central Coffee,Phoenix
151079,gJ12kfsjXfsDU3ATte-HCg,Tutti Frutti,Toronto
151089,wlNdRx1F_wV--XhFKOsRmg,Mr Souvlaki,Toronto
151091,Q7LXetNm-Aj34cv37TMp2A,The Human Bean,North Las Vegas
151092,OXrFWgoz533T8tMRemkiww,Il Pizzaiolo,Pittsburgh
151093,7Aw816ZDd-9bHnQlKPHdbg,Dunkin' Donuts,Gastonia
151094,ndREfaN9DrgUuJoBcB7cMA,Pizza Pizza,Vaughan
151095,udieC6Fa-XMlZhGTTF_RPQ,Shoom Shoom,Markham
151097,tE8IN4vn_54JMUvTHfpqaA,The Restaurant,Boulder City
151099,qnFdBp12seAxwe2_iHM2bA,Laloux,Montr̩al
151100,Kdt5XrqARBMIH694fgnyuA,Amicos Pizza Ristorante,Toronto
151103,-Tv5UZeFHdKz3RM9vOYpaw,Milano's Pizzeria,Las Vegas
151104,_Ss4d4dYzehTmWJGpkqL7w,Taste of China,Toronto
151108,2yjr1E-eFtj9afSXDN-j2g,Starbucks,Calgary
151112,d4JTF7OUIMpxpIHVl9wPJA,Brickhouse BBQ,Madison
151119,-Py4QGu7Z2MaN7IZkwKQfg,Left Field Brewery,Toronto
151126,d5jY-uA0Zh33oFhENHuEcg,Saigon Kitchen,Indian Trail
151127,EEGajOchS2BIZNvJcPK3uw,Bar Pesce,Phoenix
151129,4t6z1AT8qBfwaBm13d1GMA,PJ McIntyres Irish Pub,Cleveland
151130,LkfdCPTWU4BNWWpou60Lww,The Citizen,Toronto
151131,-JP761N6ad3aLsZXEjyYAA,Au Ciel,Montr̩al
151134,DvdL82xg-Vpz8GsPruwhag,Patisserie Du Soleil,Calgary
151138,dJzasQoVoxEDVklWQUo8lQ,Station des Sports,Laval
151139,bPq5Hu-kNhzUVE6H_vywyg,Bread & Bowl,Toronto
151140,SESxUf6mDI-Gw9AkY0Tsww,Trattoria Casa Mia,Montr̩al
151145,hZaTI-r6eJcabuyY3e0TdQ,Teriyaki Madness,Henderson
151149,4jK6jBV8rzX0dhm6dYQl_Q,Pizza Re,Scottsdale
151153,zZLC1NfOQMfkqCHRWEq69w,Subway,Phoenix
151158,W4k4E2dbDN6bwtPPgNm-XA,Amel's Restaurant,Pittsburgh
151168,KK3Vamv05Q_1kTTW0eKvPw,Neils's Liquor,Middleton
151174,FxGy4A9oLsD2Xjtxv4ZSXw,Fibo,Montr̩al
151176,rCoAHVl3tXXAE_Kl4MVgWg,Thai Basil,Phoenix
151178,VeJL7DR-LyHkcFIaIxB2ew,Ristorante Riventino,Lasalle
151181,ELlk3Vol0lPKzwHxp-MoAw,Burger King,Allison Park
151183,JtNyktz4APWSzkHyq6FTig,Demi Coffee,Phoenix
151185,5cbsjFtrntUAeUx51FaFTg,Agave,Las Vegas
151187,xAUQJ5r-e5GJBBD5uyTr3Q,Starbucks,Calgary
151196,4fMwSAmby7wPkkEFw19xdg,Sandey's Broaster Chicken,Mesa
151199,6xBgaXrAlH5KMIW-GPSUzQ,The Underworld Grill & Bar,Las Vegas
151200,H3hgOl7NcAG8AKuOjVcBqQ,Capitol Centre Market,Madison
151202,mr9AlGXvTGSIOkjMyLZ6Fg,Bob's Diner,Imperial
151203,ZlrHrg7jrbO6blqwfa0MkQ,Baoding,Charlotte
151204,ozjrEhW6G8gCPXGugcIAEg,Bookshelf Cafe,Pittsburgh
151210,Go5NmEeWyTJGqFWBPauZ2w,Kiva's Bagel Bar,Toronto
151211,b8iHKolCsC4ZTM8X9-L01A,Pizza Hut,Champaign
151212,lJ0_Xl6aDdfvnbTvLIy9Yw,Sequel Restaurant & Catering,Toronto
151214,UqcCjCbN2SIiAGm9YyaNwg,The Shmooz,Toronto
151217,hE6F9-W5BFIRAbj54m8eAQ,Pleasant View Golf Course,Middleton
151222,t_jAboryT91beCyJa9qSlQ,Market 707,Toronto
151223,T__zGJAcDyord_fBKOSMCA,The Toasting Company,Charlotte
151226,YYU_E5ASIuS6HHUu8Kv-Xg,Pho Annie 2,Las Vegas
151234,MC4becrrM9ntmnfMrD9b0g,Sushi Ichiban Ellesmere,Toronto
151236,2ZmZbmsTRHogSZR-nJY_Fw,NASHA Indian Cuisine,Chandler
151237,sDhOeNki2qY5l4WFuZs_Zw,Harvey's Bar and Grill,Huntersville
151240,5qtc1s-TKdgzPccKwY4SRw,Silk Pagoda Restaurant,Pittsburgh
151241,9L8UgjIvLfwylrFacB2HuA,Caf̩ Holts,Montreal
151243,JN8s_dgw9nrSzkHnXxNOtg,Dinette Triple Crown,Montr̩al
151245,ePBGDKArVr5YImZu1QP9rg,Underground Kitchen 16,Toronto
151254,6tFbsJuIarw6vawDOZ9GkA,Pizza Hut,Toronto
151256,60uVlCUiLJvq3xNo_3bhQQ,Carmine's Pizza Kitchen,Las Vegas
151259,ewhYqXL8jLrNpwQGnGIhyw,Gerardo's Taco Shop,Las Vegas
151260,lxsVRNoPNEEO_mRUfgJrJA,Vincenzo Supermarket,Toronto
151264,AuOkeVkc38UaZeq-u14dCg,Ladles of Springdale,Springdale
151266,RMEzxhYfpnEsWlfozit_xw,Ale Asylum,Madison
151270,CqQ9Y1J47Osr0BVGlU6tiQ,Tim Hortons,Calgary
151272,FgrG3hzE8o5wXWn8GbP4ZQ,Ristorante Troisi,Mascouche
151280,ERu5CuuGqt072ZViwbsCsg,Domenico's Pizza & Pasta To Go,Matthews
151284,SOYUSUhdKK8jUUJkSQa6lQ,The Cleveland Corned Beef Company,Goodyear
151285,jPcGeaxe2x8-V8t7KmEmcw,Niyo,Charlotte
151286,OoYwJANV9zD-_OA4Atu-gg,Republic Ramen + Noodles,Tempe
151287,7F0ccIsqZSaqi1r7SB4nfQ,Tio's Urban Mexican,Toronto
151288,AtpYrfIJJuSMc8h2fWQEIw,Wong's Ice Cream & Store,Toronto
151292,FSTTDlBYtKqaQLrf0mwTcg,Mr. Guo's Cafe,Calgary
151293,E8cDJWMj5y6nrzcSyu5w4Q,Bihari Kabab and Biryani House,Scarborough
151294,l1_S1mfGbEMxfT1f9omhEA,Royaltea,Toronto
151295,hmltG5aNY43I0NVMGTmPHw,Gyro Express,Chandler
151299,yysIFlakVnCr9JEob_lccw,Sobeys Extra,Aurora
151300,phslBiJbYRg0xxXUkk1baQ,Papa John's Pizza,Scottsdale
151303,zQD5Gb2LjPsCCsWXVK2RIg,Bun Bo Hue,North York
151304,0au_HRvOYfhQyvdvjZdzUg,Oki Sushi,Madison
151306,GiP1PjtbBG5wI1Q2zCuGBw,O Plaisirs Gourmands,Montr̩al
151308,HlwbuZnJubtHBfXlxWDXpw,The Willow House,Phoenix
151310,eFCh-2zU2Hu7zwEKCYFvYw,Coco Brooks - Highfield Industrial Park,Calgary
151312,JfbbFcJgj8Zfn9SjGDnBgQ,New Sun BBQ,Toronto
151314,PPMBRhovY0dNHCHFzk7pAw,The Egg & I,Madison
151315,BSDKbSLFO3CP-uhfcuUCkA,Dave & Buster's,Las Vegas
151316,3XCW8Z56FFcHyEDa4nLHEw,Bert's Brooklyn Deli,Cleveland
151324,uLbwNH4tINbqx_88bFp17Q,Mazz Bistro,Toronto
151331,suE5sfV3HxZD_Jw6-YYerw,Pizza Nino,Montr̩al
151334,Q8uwArm4h8bhsqxw84Gd8w,Charcoal Kebab House,Toronto
151335,0nCwewaRirX8wHuSZiaCfg,GoGo Chicken Pot,Richmond Hill
151336,3Ny02AEnuUa4D4MovjQfbw,True Juice,Scottsdale
151341,KfuNW67ZM3jegHT4txnHbg,Touch of Thai,Scottsdale
151345,e9FftJq9v_porLZT7iSEhg,Imperial Wok Chinese Restaurant,Solon
151346,0S4WFZJZhVeM3aAqKjLz1w,VooDoo Steakhouse,Las Vegas
151353,agslgubMJJRFG9GGa00WtQ,Taco Bell,Euclid
151354,O7D3kO1YMq3xfQG4sasZcA,Subway,Las Vegas
151356,cLeH08WoBoozrRco89i9Nw,Let's DO Lunch,Phoenix
151360,g-Q3rLkyGT-TtiRgE-PvgA,Canton Dragon Asian Grill And Bar,Scottsdale
151362,SRYLyzY_Eb0dXqh8rpBUIg,3 Lakes Golf Course,Pittsburgh
151369,D17zqKVWM5BMC443mDVF4g,Casa Maria Mexican Restaurant,Chandler
151377,ZGwOOa93pc5hnsCLUgJJpQ,Subway,Las Vegas
151380,HQo5nKrHtbGto-aM_U-6fg,Northwestern Chinese Cuisine,Toronto
151382,UBj-25LU5dxJ9meb-TPc9w,Little India,Tempe
151389,yE0f7SPDqafcaE1D8WsmDQ,Goodfellas,Toronto
151392,VMrOlivM4RGAyidImeKGjw,Maple Teahouse and Bake Shop,Aurora
151393,-sF3fgPC6ETJz0hzB3gFgA,Montana's BBQ & Bar,Etobicoke
151394,p9y8sbVHi-0vrsFoMU0jJg,Panera Bread,Bethel Park
151399,YSYDJTCt5kzY2kKnLNGRiA,SOL Mexican Cocina,Scottsdale
151401,66aDXyYQzIOS227vyMM_0A,Le Grand Poutine Fest de Montr̩al,Montr̩al
151402,9qqdaSdeMV8tY4LBMZXvhg,Castillo Mexicano,Lorain
151403,7gjYJ6leqm2IMJXNpKvIlw,Capriotti's Sandwich Shop,Las Vegas
151405,AHrfxUnE1LdhtWTtujFMDw,OM Restaurant and Bar,Toronto
151409,yf6lJ_zhJwawObRMS1OKdg,Joe's Doughs,Charlotte
151410,fdBB7vuO3NnMps5DZ1WFLA,Blaze Fast-Fire'd Pizza,Toronto
151411,7OkUKJNJkurXKeixq_ASVA,The Saucy Tomato,Las Vegas
151412,PmLFk1s8pPVNXChqETM4MA,Coco Lezzone,Toronto
151417,9PBfeIO-4_oNTJ_pfyesUQ,Subway,Mesa
151418,Blw30ULdFKSOgCmf9lfGLg,Sunset Pizza & Grille,Carnegie
151420,3ItnRCpQFlOU0_oJKoS0Jw,Tutto Pronto,North York
151422,xy4C6ntneNlYl-QGnJ6kWw,Boardhouse Serious Sandwiches,North Las Vegas
151423,8oiVSdrapSG20CCoviIctA,Black Rifle Coffee Company,Las Vegas
151427,pFQaji0idkrzv5J-qTQ82Q,Golden Corral,Las Vegas
